text,dialect,sentiment,confidence
كبير العيلة فكاك النشب، حل الطوشة بكلمتين ورضى الطرفين.,Karaki,positive,high
هالسمن مضروب مبدل ومغشوش، ريحته بتثبت إنه غور عاطل.,Karaki,negative,medium
هالشب لدن وثقيل دم زنخ، خرب قعدة التعليلة كثر ما بيهذرم.,Karaki,negative,low
الشغل عالبيادر ولم القمح بده شباب هشم، الشمس بتحرق.,Karaki,neutral,high
الحجة مدبرة ومعدلة، سوّت الجميد الكركي ونشرته عالسطح ينشف بالشمس.,Karaki,positive,high
لدوا علي جاي يا خوان، صفوا السحجة عالأصول ولا تتوهرفوا بالحركة قدام المعازيم.,Karaki,neutral,medium
صوت النجر بالدار بيفرح القلب، انطح فالك يا محمود فوت اشرب فنجان الكيف.,Karaki,positive,high
الصيد بالوعر بده هداوة بال، اللي بيستعجل بيطلع غشيم وغلاّط وبيرجع عالدار وايده فاضية.,Karaki,negative,medium
احرص وأنت بتضرب العصاي عالغصن، لا تتوهرف وتكسر الشجرة لسا بتنمو.,Karaki,neutral,medium
هالزيت خاثر وريحته بتدل على جودتو، بيسوى مية تنكة من المغشوش.,Karaki,positive,high
صاحب المعصرة طلع ثقيل دم لدن، أخرنا عالفاضي.,Karaki,negative,high
هاتوا الفاس خلينا نكسر الحطب، البرد قارس والمربعانية دخلت.,Karaki,neutral,high
عشي الضوء جوا الغرفة، وخلينا نقعد عالنار نتدفى.,Karaki,neutral,medium
السقف بيكلف مي، جيب سطل حطه تحته بلاش البلاط يغرق.,Karaki,neutral,low
المعلم اللي صلح السطح فكاك النشب، شغله خاثر وما خلى ولا نقطة تنزل.,Karaki,positive,high
الحلال سرح من الفجر، بده رجل جمل المحامل يتبعه بالجبال.,Karaki,positive,high
دير بالك تدقس بالصخر وأنت بتركض ورا الغنم.,Karaki,neutral,medium
الكلب مسعور، انفهق غاد عنه بلاش يعضك.,Karaki,negative,high
الراعي هداك غشيم وغلاّط، ضيع نص القطيع بالوعر.,Karaki,negative,low
العجين خمر وفار، هات الطحين خلينا نبلش شغل.,Karaki,neutral,high
الحجة شمرة ومدبرة، خبزها عالصاج بيفتح النفس.,Karaki,positive,high
لا تتوهرف وتحرق الرغيف، النار حامية وبتحرقه.,Karaki,neutral,medium
الخبزات جهزن والريحة بتجنن، أفلحوا عالفطور يا خوان.,Karaki,positive,high
المرة هذيك سمطة ولقاقة، بتنقل الحكي بين العيلات.,Karaki,negative,high
انطم ولا تجيب سيرة الناس بالباطل، عيب عليك.,Karaki,negative,medium
فلان هزهاز أبو الوجوه، بيضحك بوجهك ومن وراك بيطعن.,Karaki,negative,high
الزلمة هداك بيسوى مية رجل، كلمته سيف وما بيلف وبيدور.,Karaki,positive,high
كبير العيلة قعد عالمنصة، لدوا على يا خوان واسمعوا الشور.,Karaki,neutral,high
الطوشة كبرت، بس الجاهة فيها زلام فكاكة نشب بيحلوا الأمور.,Karaki,positive,high
صن وخليهم يحكوا، الأكبر منك بيعرفو يتصرفو.,Karaki,negative,medium
الحق بين وما بده اثنين يحكوا فيه، واللي بيغلط بيتحمل.,Karaki,neutral,low
اللحم ذاب عالنار والمرقة بتعدل الراس، شغل نظيف.,Karaki,positive,high
لا تصير فجعان بطيني وتمد إيدك قبل الضيوف.,Karaki,negative,high
يا هلا باللي جانا، انطح فالك البيت بيتك والمطرح بيوسعك.,Karaki,positive,high
الولد حرارته مرتفعة، اغلوله شوية شيح بلكي بيطيب.,Karaki,neutral,high
العطار هداك رجل زقرت، خلطته من احلى الروائح.,Karaki,positive,high
لا تتوهرف وتعطيه أي اشي، الكلاب ما بكلو كل اشي في أشياء بتضرهم.,Karaki,negative,low
الباب بيطلع صوت مزعج، بده تزييت عالسريع.,Karaki,neutral,low
سكر الشباك منيح، الهوا بيلف بالغرفة وبارد.,Karaki,neutral,high
عشي الضوء برا، الحوش مبين زي النهار وما في داعي نصرف كهربا.,Karaki,neutral,high
هالثوب مفصل صح، ومبين إنه شغل ناس بتفهم.,Karaki,positive,low
شوفو يا بنات، شوفوا هالتطريزة قديش مرتبة بتجنن.,Karaki,positive,high
لا تتوهرف وتمشي بين الشجر بالليل، العتمة بتضيعك.,Karaki,neutral,medium
الماتور طلع مضروب مبدل، بده تغيير كامل وتصليحه غالي.,Karaki,negative,high
هص العيل خليه ينام، كفانا دوشة اليوم ووجع راس.,Karaki,negative,medium
صن بالعيادة، الناس تعبانة ومش ناقصها صوت عالي.,Karaki,negative,medium
لُف علي,Falahi,neutral,high
لد علي,Falahi,neutral,high
مُد ايدك اُكل,Falahi,neutral,medium
مليح الحمدلله,Falahi,positive,medium
ابيش عندهم,Falahi,neutral,high
ساوينا تشعتش عيد,Falahi,neutral,high
انزل على الحرش,Falahi,neutral,medium
ولك يا زلمة وينك من الصبح، قلبنا عليك الدار,Falahi,negative,medium
خيّو والله هالجو ببرّد العظم,Falahi,negative,high
امبارح طلعنا عالحراثة من الفجر,Falahi,neutral,high
الشمس لفحتنا اليوم لفح,Falahi,negative,medium
تعال يا خال اقعد، الدار دارك ولا تستحي,Falahi,positive,medium
يا خوي اطلع علي جاي,Falahi,neutral,high
هات القيشنية جاي,Falahi,neutral,high
والله ماني فاهم عليك,Falahi,negative,low
تشيف حالتش ان شاء الله مليحة,Falahi,positive,high
جيرة الله تتفضل علينا,Falahi,positive,high
بس تحضر انتِ بحضر واجبك,Falahi,positive,medium
هاي بنسساويها لما يكون في شغلة كَبيرة,Falahi,neutral,medium
اهلا وسهلا بيك,Falahi,positive,low
ترعش بيها مليح,Falahi,neutral,high
جيب الخوصة من المطبخ,Falahi,neutral,high
بالله عليك تقعد ما شبعنا من شوفتك,Falahi,positive,medium
بدنا نشخل اللبن من المصل,Falahi,neutral,high
حط الباقي بعُلبة,Falahi,neutral,low
لد شوف هذا ال إجقم,Falahi,negative,high
هو كثير معصمِص زيادة كنه مريض,Falahi,negative,high
اعطيه بالون يلعب خليه يسكت,Falahi,neutral,low
هاي اللبنة خامّة,Falahi,negative,high
هذا البوط جَديد؟,Falahi,neutral,low
هسّع دوري ابعد خليني اعرف العب,Falahi,negative,medium
والله القعدة انها مليحة اه والله جَخة,Falahi,positive,high
هاتلي مُشمُش خليني اذوق,Falahi,neutral,low
انا عند المِقبرة تعال جاي,Falahi,neutral,medium
هظكّو هناك روح جيبه,Falahi,neutral,high
جبتله لعبة تامنّه يسكت,Falahi,neutral,high
اميت رح تتخرج,Falahi,neutral,high
لويش ما بترد علي,Falahi,neutral,high
اذرِب الطابة,Falahi,neutral,high
ليش رامي غراضك عال وطاة,Falahi,negative,high
دشره هو بهدا لحاله,Falahi,neutral,medium
"شايف هاي الدخلة , دشرها وادخل عاللي بعدها",Falahi,neutral,medium
خيّو هيني ظبيت كل الوعية,Falahi,positive,high
نسيت اجيب جُبنة معي,Falahi,negative,low
هذ تشنه حرّوش,Falahi,negative,high
يزم خلص دشّرها,Falahi,negative,medium
دشرك منه,Falahi,neutral,medium
بالله تناولي الماخوذ,Falahi,neutral,high
اني هيتش بساويها,Falahi,neutral,high
مالك بتلد علي هيتش,Falahi,negative,high
وشو بيه يا زلمة,Falahi,neutral,high
وديتّا عالمدرسة,Falahi,neutral,high
خربتّا,Falahi,negative,high
شو بَدّك مني,Falahi,negative,low
مش شايف قدّامه,Falahi,negative,medium
مُد إيدك خُذ لقمة,Falahi,positive,medium
وين داشر من الصبح؟,Falahi,negative,high
لا تِتْخَوْث علينا,Falahi,negative,medium
هاظ الحكي ما بيمشي علي,Falahi,negative,medium
الواحد مش لاحق عحاله,Falahi,negative,medium
اهترينا من التعب,Falahi,negative,medium
روح غاد,Falahi,negative,high
شومالك يزلمة,Falahi,neutral,medium
بزبطش هيك يزلمة,Falahi,negative,medium
انداري عنه ابصر ماله,Falahi,neutral,high
هسا بجيك,Falahi,negative,medium
دَحْش العلبة منيح,Falahi,neutral,high
زقها زي العالم,Falahi,negative,medium
شد حنكك,Falahi,negative,medium
سدّ الباب منيح انكرزت,Falahi,negative,high
تفضلوا على الميسور، الجود من الموجود,Falahi,positive,medium
والله لتقلطوا ما بتطلعوا من غير ذواقة,Falahi,positive,high
يا وِلد روح اسرح بالهوايش,Falahi,neutral,high
الزلم مخابر مش مناظر,Falahi,positive,high
ناولني هالخاشوقة,Falahi,neutral,high
لا تظل تمطمط بالحكي أعطيني الصافي,Falahi,negative,medium
شو مالك بوزك شبرين؟,Falahi,negative,medium
هاتولنا هالمحماسة خلونا نحمس قهوة,Falahi,neutral,high
والله إن فلان غانم، وعلومه بتبيّض الوجه,Falahi,positive,high
تفتي الخبز منيح قبل ما تصبي المليحي,Falahi,neutral,high
مالك بتتحرك مثل الدوريه,Falahi,negative,medium
أهذري لحالي إنت معي ولا مع الهوايش,Falahi,negative,high
شو هالقَطِيعة! صارلك شهر ما طليت,Falahi,negative,medium
يا مية هلا بجيتشكم علينا,Falahi,positive,high
مأكول الهنا، وصحتين وعافية,Falahi,positive,medium
روح اقضب هالسخلة لا تهجّ غاد,Falahi,neutral,high
أقولّتش,Falahi,neutral,high
نذلف من هون قبل ما تدبّق الأرض,Falahi,negative,high
لتقلطي وتذوقي اللزاقيات هسّع سوتهم,Falahi,positive,high
انطمّ,Falahi,negative,high
صرلي ساعة أقوّي عليك,Falahi,neutral,high
دوك خضار الارض,Falahi,neutral,high
بحز غاد,Falahi,neutral,high
زيح لهناك,Falahi,neutral,medium
طل علي جاي,Falahi,neutral,high
يا الله ما اخم الشي الفلاني,Falahi,negative,high
خلك دغري,Falahi,positive,medium
بديش ارد,Falahi,negative,medium
لوين رايح بهيش وقت,Falahi,neutral,high
دير بالك على حالك,Falahi,positive,low
اشومالك معصب,Falahi,neutral,medium
مضينها طق حنك,Falahi,neutral,medium
اقعد يا رجل تعلل,Falahi,positive,high
اقعد بلاش زعبرة,Falahi,negative,high
يا دوب الواحد ملحق,Falahi,negative,medium
هاي الحبة مجخمنه,Falahi,negative,high
جيب الكواشه نلملم الارض,Falahi,neutral,high
والله الاكل زاشي,Falahi,positive,high
